"","proteins$`Gene > Proteins > Systematic Name`","n()"
"2416","YOR273C",8
"2417","YOR275C",8
"2418","YOR283W",8
"2419","YOR289W",8
"2420","YOR298C-A",8
"2421","YOR310C",8
"2422","YOR312C",8
"2423","YOR339C",8
"2424","YOR344C",8
"2425","YOR368W",8
"2426","YOR374W",8
"2427","YOR378W",8
"2428","YPL012W",8
"2429","YPL013C",8
"2430","YPL021W",8
"2431","YPL059W",8
"2432","YPL065W",8
"2433","YPL072W",8
"2434","YPL084W",8
"2435","YPL105C",8
"2436","YPL116W",8
"2437","YPL117C",8
"2438","YPL128C",8
"2439","YPL138C",8
"2440","YPL181W",8
"2441","YPL190C",8
"2442","YPL199C",8
"2443","YPL208W",8
"2444","YPL212C",8
"2445","YPL216W",8
"2446","YPL220W",8
"2447","YPR003C",8
"2448","YPR016C",8
"2449","YPR036W",8
"2450","YPR065W",8
"2451","YPR066W",8
"2452","YPR091C",8
"2453","YPR095C",8
"2454","YPR102C",8
"2455","YPR132W",8
"2456","YPR167C",8
"2457","YPR188C",8
"2458","YPR191W",8
"2459","Q0075",7
"2460","Q0275",7
"2461","YAL031C",7
"2462","YAR014C",7
"2463","YBL013W",7
"2464","YBL015W",7
"2465","YBL026W",7
"2466","YBL034C",7
"2467","YBL041W",7
"2468","YBL051C",7
"2469","YBL052C",7
"2470","YBL054W",7
"2471","YBL103C",7
"2472","YBR007C",7
"2473","YBR023C",7
"2474","YBR024W",7
"2475","YBR031W",7
"2476","YBR034C",7
"2477","YBR061C",7
"2478","YBR062C",7
"2479","YBR068C",7
"2480","YBR078W",7
"2481","YBR102C",7
"2482","YBR111C",7
"2483","YBR126C",7
"2484","YBR172C",7
"2485","YBR176W",7
"2486","YBR177C",7
"2487","YBR223C",7
"2488","YBR236C",7
"2489","YBR240C",7
"2490","YBR249C",7
"2491","YBR257W",7
"2492","YBR273C",7
"2493","YCL033C",7
"2494","YCL037C",7
"2495","YCL038C",7
"2496","YCL057W",7
"2497","YCL064C",7
"2498","YCR002C",7
"2499","YCR009C",7
"2500","YCR028C-A",7
"2501","YCR075C",7
"2502","YDL002C",7
"2503","YDL060W",7
"2504","YDL075W",7
"2505","YDL077C",7
"2506","YDL088C",7
"2507","YDL100C",7
"2508","YDL109C",7
"2509","YDL111C",7
"2510","YDL117W",7
"2511","YDL127W",7
"2512","YDL177C",7
"2513","YDL189W",7
"2514","YDL200C",7
"2515","YDL219W",7
"2516","YDL220C",7
"2517","YDL224C",7
"2518","YDL235C",7
"2519","YDL238C",7
"2520","YDR012W",7
"2521","YDR018C",7
"2522","YDR032C",7
"2523","YDR035W",7
"2524","YDR036C",7
"2525","YDR058C",7
"2526","YDR062W",7
"2527","YDR068W",7
"2528","YDR106W",7
"2529","YDR116C",7
"2530","YDR132C",7
"2531","YDR140W",7
"2532","YDR152W",7
"2533","YDR153C",7
"2534","YDR162C",7
"2535","YDR164C",7
"2536","YDR189W",7
"2537","YDR200C",7
"2538","YDR205W",7
"2539","YDR217C",7
"2540","YDR235W",7
"2541","YDR236C",7
"2542","YDR242W",7
"2543","YDR255C",7
"2544","YDR257C",7
"2545","YDR272W",7
"2546","YDR273W",7
"2547","YDR289C",7
"2548","YDR354W",7
"2549","YDR381W",7
"2550","YDR408C",7
"2551","YDR447C",7
"2552","YDR449C",7
"2553","YDR463W",7
"2554","YDR471W",7
"2555","YDR472W",7
"2556","YDR489W",7
"2557","YDR501W",7
"2558","YDR510W",7
"2559","YDR515W",7
"2560","YDR531W",7
"2561","YEL040W",7
"2562","YEL041W",7
"2563","YEL046C",7
"2564","YEL055C",7
"2565","YEL065W",7
"2566","YER011W",7
"2567","YER012W",7
"2568","YER016W",7
"2569","YER029C",7
"2570","YER037W",7
"2571","YER042W",7
"2572","YER057C",7
"2573","YER062C",7
"2574","YER063W",7
"2575","YER074W",7
"2576","YER094C",7
"2577","YER100W",7
"2578","YER120W",7
"2579","YER132C",7
"2580","YER134C",7
"2581","YER173W",7
"2582","YER183C",7
"2583","YFL001W",7
"2584","YFL022C",7
"2585","YFL028C",7
"2586","YFL030W",7
"2587","YFL048C",7
"2588","YFL061W",7
"2589","YFR004W",7
"2590","YFR007W",7
"2591","YFR015C",7
"2592","YFR034C",7
"2593","YFR051C",7
"2594","YGL021W",7
"2595","YGL023C",7
"2596","YGL027C",7
"2597","YGL030W",7
"2598","YGL065C",7
"2599","YGL087C",7
"2600","YGL095C",7
"2601","YGL096W",7
"2602","YGL144C",7
"2603","YGL154C",7
"2604","YGL160W",7
"2605","YGL196W",7
"2606","YGL202W",7
"2607","YGL221C",7
"2608","YGL224C",7
"2609","YGL232W",7
"2610","YGL240W",7
"2611","YGL252C",7
"2612","YGR012W",7
"2613","YGR020C",7
"2614","YGR021W",7
"2615","YGR044C",7
"2616","YGR054W",7
"2617","YGR059W",7
"2618","YGR074W",7
"2619","YGR083C",7
"2620","YGR091W",7
"2621","YGR095C",7
"2622","YGR117C",7
"2623","YGR121C",7
"2624","YGR138C",7
"2625","YGR143W",7
"2626","YGR156W",7
"2627","YGR157W",7
"2628","YGR169C",7
"2629","YGR184C",7
"2630","YGR189C",7
"2631","YGR195W",7
"2632","YGR196C",7
"2633","YGR203W",7
"2634","YGR245C",7
"2635","YGR279C",7
"2636","YHL008C",7
"2637","YHL012W",7
"2638","YHR010W",7
"2639","YHR012W",7
"2640","YHR013C",7
"2641","YHR043C",7
"2642","YHR044C",7
"2643","YHR088W",7
"2644","YHR137W",7
"2645","YHR144C",7
"2646","YHR156C",7
"2647","YHR171W",7
"2648","YHR190W",7
"2649","YHR200W",7
"2650","YHR201C",7
"2651","YHR202W",7
"2652","YHR218W",7
"2653","YIL008W",7
"2654","YIL026C",7
"2655","YIL030C",7
"2656","YIL031W",7
"2657","YIL039W",7
"2658","YIL047C",7
"2659","YIL051C",7
"2660","YIL053W",7
"2661","YIL063C",7
"2662","YIL065C",7
"2663","YIL069C",7
"2664","YIL094C",7
"2665","YIL151C",7
"2666","YIL166C",7
"2667","YIR005W",7
"2668","YIR008C",7
"2669","YIR009W",7
"2670","YIR018W",7
"2671","YJL013C",7
"2672","YJL024C",7
"2673","YJL035C",7
"2674","YJL047C",7
"2675","YJL048C",7
"2676","YJL060W",7
"2677","YJL063C",7
"2678","YJL099W",7
"2679","YJL126W",7
"2680","YJL127C",7
"2681","YJL145W",7
"2682","YJL163C",7
"2683","YJL167W",7
"2684","YJL177W",7
"2685","YJR014W",7
"2686","YJR025C",7
"2687","YJR049C",7
"2688","YJR058C",7
"2689","YJR060W",7
"2690","YJR069C",7
"2691","YJR076C",7
"2692","YJR122W",7
"2693","YJR125C",7
"2694","YJR132W",7
"2695","YJR142W",7
"2696","YJR152W",7
"2697","YKL001C",7
"2698","YKL008C",7
"2699","YKL033W-A",7
"2700","YKL034W",7
"2701","YKL035W",7
"2702","YKL043W",7
"2703","YKL070W",7
"2704","YKL086W",7
"2705","YKL134C",7
"2706","YKL149C",7
"2707","YKL179C",7
"2708","YKL180W",7
"2709","YKR044W",7
"2710","YKR067W",7
"2711","YKR089C",7
"2712","YLL009C",7
"2713","YLL027W",7
"2714","YLL028W",7
"2715","YLL038C",7
"2716","YLL050C",7
"2717","YLR016C",7
"2718","YLR017W",7
"2719","YLR072W",7
"2720","YLR074C",7
"2721","YLR080W",7
"2722","YLR100W",7
"2723","YLR119W",7
"2724","YLR128W",7
"2725","YLR170C",7
"2726","YLR183C",7
"2727","YLR209C",7
"2728","YLR250W",7
"2729","YLR271W",7
"2730","YLR286C",7
"2731","YLR291C",7
"2732","YLR298C",7
"2733","YLR343W",7
"2734","YLR351C",7
"2735","YLR375W",7
"2736","YLR405W",7
"2737","YLR406C",7
"2738","YLR427W",7
"2739","YLR442C",7
"2740","YLR447C",7
"2741","YLR455W",7
"2742","YML013W",7
"2743","YML024W",7
"2744","YML049C",7
"2745","YML106W",7
"2746","YML118W",7
"2747","YMR004W",7
"2748","YMR006C",7
"2749","YMR008C",7
"2750","YMR016C",7
"2751","YMR044W",7
"2752","YMR078C",7
"2753","YMR097C",7
"2754","YMR101C",7
"2755","YMR127C",7
"2756","YMR130W",7
"2757","YMR153W",7
"2758","YMR155W",7
"2759","YMR156C",7
"2760","YMR165C",7
"2761","YMR185W",7
"2762","YMR210W",7
"2763","YMR211W",7
"2764","YMR221C",7
"2765","YMR250W",7
"2766","YMR259C",7
"2767","YMR271C",7
"2768","YMR285C",7
"2769","YMR286W",7
"2770","YMR296C",7
"2771","YMR302C",7
"2772","YMR307W",7
"2773","YMR313C",7
"2774","YNL010W",7
"2775","YNL036W",7
"2776","YNL039W",7
"2777","YNL048W",7
"2778","YNL063W",7
"2779","YNL072W",7
"2780","YNL075W",7
"2781","YNL079C",7
"2782","YNL092W",7
"2783","YNL108C",7
"2784","YNL127W",7
"2785","YNL147W",7
"2786","YNL155W",7
"2787","YNL192W",7
"2788","YNL197C",7
"2789","YNL217W",7
"2790","YNL259C",7
"2791","YNL278W",7
"2792","YNL284C",7
"2793","YNL297C",7
"2794","YNL335W",7
"2795","YNR015W",7
"2796","YNR035C",7
"2797","YNR051C",7
"2798","YNR055C",7
"2799","YNR058W",7
"2800","YNR066C",7
"2801","YOL011W",7
"2802","YOL013C",7
"2803","YOL020W",7
"2804","YOL060C",7
"2805","YOL077C",7
"2806","YOL096C",7
"2807","YOL105C",7
"2808","YOL119C",7
"2809","YOL127W",7
"2810","YOL137W",7
"2811","YOR010C",7
"2812","YOR028C",7
"2813","YOR032C",7
"2814","YOR037W",7
"2815","YOR040W",7
"2816","YOR042W",7
"2817","YOR052C",7
"2818","YOR077W",7
"2819","YOR081C",7
"2820","YOR095C",7
"2821","YOR134W",7
"2822","YOR165W",7
"2823","YOR205C",7
"2824","YOR216C",7
"2825","YOR224C",7
"2826","YOR234C",7
"2827","YOR285W",7
"2828","YOR286W",7
"2829","YOR306C",7
"2830","YOR357C",7
"2831","YOR371C",7
"2832","YPL002C",7
"2833","YPL003W",7
"2834","YPL009C",7
"2835","YPL015C",7
"2836","YPL022W",7
"2837","YPL061W",7
"2838","YPL063W",7
"2839","YPL069C",7
"2840","YPL070W",7
"2841","YPL095C",7
"2842","YPL113C",7
"2843","YPL123C",7
"2844","YPL125W",7
"2845","YPL137C",7
"2846","YPL143W",7
"2847","YPL175W",7
"2848","YPL177C",7
"2849","YPL183W-A",7
"2850","YPL188W",7
"2851","YPL195W",7
"2852","YPL235W",7
"2853","YPL237W",7
"2854","YPL274W",7
"2855","YPL275W",7
"2856","YPR002W",7
"2857","YPR017C",7
"2858","YPR032W",7
"2859","YPR052C",7
"2860","YPR060C",7
"2861","YPR062W",7
"2862","YPR082C",7
"2863","YPR089W",7
"2864","YPR135W",7
"2865","YPR138C",7
"2866","YPR156C",7
"2867","YPR159W",7
"2868","YPR182W",7
"2869","YPR200C",7
"2870","R0010W",6
"2871","YAL007C",6
"2872","YAL014C",6
"2873","YAL044W-A",6
"2874","YAL053W",6
"2875","YAL056W",6
"2876","YAL067C",6
"2877","YAR008W",6
"2878","YAR075W",6
"2879","YBL009W",6
"2880","YBL011W",6
"2881","YBL033C",6
"2882","YBL057C",6
"2883","YBL071W-A",6
"2884","YBL091C-A",6
"2885","YBL092W",6
"2886","YBR011C",6
"2887","YBR015C",6
"2888","YBR017C",6
"2889","YBR022W",6
"2890","YBR026C",6
"2891","YBR037C",6
"2892","YBR053C",6
"2893","YBR054W",6
"2894","YBR069C",6
"2895","YBR072W",6
"2896","YBR079C",6
"2897","YBR128C",6
"2898","YBR141C",6
"2899","YBR146W",6
"2900","YBR147W",6
"2901","YBR153W",6
"2902","YBR170C",6
"2903","YBR179C",6
"2904","YBR199W",6
"2905","YBR205W",6
"2906","YBR252W",6
"2907","YBR254C",6
"2908","YBR261C",6
"2909","YCL010C",6
"2910","YCL025C",6
"2911","YCL034W",6
"2912","YCL050C",6
"2913","YCL059C",6
"2914","YCL074W",6
"2915","YCR018C",6
"2916","YCR020C",6
"2917","YCR021C",6
"2918","YCR028C",6
"2919","YCR035C",6
"2920","YCR047C",6
"2921","YCR054C",6
"2922","YCR073W-A",6
"2923","YCR095C",6
"2924","YDL003W",6
"2925","YDL008W",6
"2926","YDL043C",6
"2927","YDL045W-A",6
"2928","YDL046W",6
"2929","YDL054C",6
"2930","YDL057W",6
"2931","YDL063C",6
"2932","YDL083C",6
"2933","YDL098C",6
"2934","YDL112W",6
"2935","YDL128W",6
"2936","YDL166C",6
"2937","YDL216C",6
"2938","YDL248W",6
"2939","YDR002W",6
"2940","YDR007W",6
"2941","YDR033W",6
"2942","YDR046C",6
"2943","YDR052C",6
"2944","YDR060W",6
"2945","YDR071C",6
"2946","YDR076W",6
"2947","YDR079C-A",6
"2948","YDR111C",6
"2949","YDR115W",6
"2950","YDR125C",6
"2951","YDR141C",6
"2952","YDR143C",6
"2953","YDR161W",6
"2954","YDR167W",6
"2955","YDR171W",6
"2956","YDR173C",6
"2957","YDR174W",6
"2958","YDR191W",6
"2959","YDR207C",6
"2960","YDR219C",6
"2961","YDR237W",6
"2962","YDR248C",6
"2963","YDR261C",6
"2964","YDR284C",6
"2965","YDR294C",6
"2966","YDR312W",6
"2967","YDR336W",6
"2968","YDR339C",6
"2969","YDR347W",6
"2970","YDR352W",6
"2971","YDR362C",6
"2972","YDR363W",6
"2973","YDR378C",6
"2974","YDR400W",6
"2975","YDR424C",6
"2976","YDR427W",6
"2977","YDR428C",6
"2978","YDR435C",6
"2979","YDR440W",6
"2980","YDR443C",6
"2981","YDR444W",6
"2982","YDR452W",6
"2983","YDR465C",6
"2984","YDR483W",6
"2985","YDR487C",6
"2986","YDR503C",6
"2987","YDR519W",6
"2988","YDR524C",6
"2989","YDR529C",6
"2990","YDR530C",6
"2991","YDR538W",6
"2992","YDR541C",6
"2993","YEL019C",6
"2994","YEL029C",6
"2995","YEL038W",6
"2996","YEL063C",6
"2997","YEL066W",6
"2998","YER001W",6
"2999","YER009W",6
"3000","YER026C",6
"3001","YER049W",6
"3002","YER054C",6
"3003","YER080W",6
"3004","YER112W",6
"3005","YER146W",6
"3006","YER178W",6
"3007","YFL004W",6
"3008","YFL017C",6
"3009","YFL017W-A",6
"3010","YFL023W",6
"3011","YFL027C",6
"3012","YFL031W",6
"3013","YFL034C-B",6
"3014","YFL042C",6
"3015","YFL044C",6
"3016","YFL045C",6
"3017","YFR027W",6
"3018","YFR032C",6
"3019","YGL001C",6
"3020","YGL016W",6
"3021","YGL031C",6
"3022","YGL077C",6
"3023","YGL110C",6
"3024","YGL119W",6
"3025","YGL125W",6
"3026","YGL129C",6
"3027","YGL139W",6
"3028","YGL186C",6
"3029","YGL192W",6
"3030","YGL200C",6
"3031","YGL220W",6
"3032","YGL244W",6
"3033","YGL257C",6
"3034","YGL258W-A",6
"3035","YGL259W",6
"3036","YGR001C",6
"3037","YGR002C",6
"3038","YGR005C",6
"3039","YGR015C",6
"3040","YGR017W",6
"3041","YGR027C",6
"3042","YGR032W",6
"3043","YGR036C",6
"3044","YGR063C",6
"3045","YGR065C",6
"3046","YGR078C",6
"3047","YGR093W",6
"3048","YGR097W",6
"3049","YGR144W",6
"3050","YGR148C",6
"3051","YGR150C",6
"3052","YGR180C",6
"3053","YGR191W",6
"3054","YGR202C",6
"3055","YGR223C",6
"3056","YGR247W",6
"3057","YGR248W",6
"3058","YGR260W",6
"3059","YGR261C",6
"3060","YGR276C",6
"3061","YGR280C",6
"3062","YGR282C",6
"3063","YHL021C",6
"3064","YHL040C",6
"3065","YHL050C",6
"3066","YHR066W",6
"3067","YHR075C",6
"3068","YHR089C",6
"3069","YHR100C",6
"3070","YHR109W",6
"3071","YHR110W",6
"3072","YHR124W",6
"3073","YHR141C",6
"3074","YHR143W-A",6
"3075","YHR163W",6
"3076","YHR210C",6
"3077","YIL004C",6
"3078","YIL010W",6
"3079","YIL014W",6
"3080","YIL017C",6
"3081","YIL038C",6
"3082","YIL045W",6
"3083","YIL062C",6
"3084","YIL064W",6
"3085","YIL083C",6
"3086","YIL101C",6
"3087","YIL104C",6
"3088","YIL106W",6
"3089","YIL139C",6
"3090","YIL168W",6
"3091","YIR001C",6
"3092","YIR013C",6
"3093","YIR042C",6
"3094","YJL012C",6
"3095","YJL026W",6
"3096","YJL030W",6
"3097","YJL046W",6
"3098","YJL068C",6
"3099","YJL071W",6
"3100","YJL072C",6
"3101","YJL083W",6
"3102","YJL084C",6
"3103","YJL101C",6
"3104","YJL115W",6
"3105","YJL124C",6
"3106","YJL129C",6
"3107","YJL134W",6
"3108","YJL139C",6
"3109","YJL140W",6
"3110","YJL180C",6
"3111","YJL186W",6
"3112","YJL213W",6
"3113","YJL217W",6
"3114","YJR004C",6
"3115","YJR005W",6
"3116","YJR008W",6
"3117","YJR022W",6
"3118","YJR062C",6
"3119","YJR073C",6
"3120","YJR078W",6
"3121","YJR088C",6
"3122","YJR092W",6
"3123","YJR102C",6
"3124","YJR113C",6
"3125","YJR130C",6
"3126","YJR134C",6
"3127","YKL003C",6
"3128","YKL004W",6
"3129","YKL011C",6
"3130","YKL013C",6
"3131","YKL025C",6
"3132","YKL046C",6
"3133","YKL069W",6
"3134","YKL080W",6
"3135","YKL084W",6
"3136","YKL094W",6
"3137","YKL124W",6
"3138","YKL128C",6
"3139","YKL135C",6
"3140","YKL187C",6
"3141","YKL214C",6
"3142","YKL218C",6
"3143","YKL221W",6
"3144","YKR027W",6
"3145","YKR039W",6
"3146","YKR043C",6
"3147","YKR053C",6
"3148","YKR061W",6
"3149","YKR062W",6
"3150","YKR068C",6
"3151","YKR072C",6
"3152","YLL002W",6
"3153","YLL017W",6
"3154","YLL032C",6
"3155","YLL055W",6
"3156","YLL056C",6
"3157","YLL061W",6
"3158","YLR004C",6
"3159","YLR008C",6
"3160","YLR009W",6
"3161","YLR020C",6
"3162","YLR029C",6
"3163","YLR059C",6
"3164","YLR084C",6
"3165","YLR089C",6
"3166","YLR107W",6
"3167","YLR108C",6
"3168","YLR109W",6
"3169","YLR138W",6
"3170","YLR144C",6
"3171","YLR147C",6
"3172","YLR149C",6
"3173","YLR165C",6
"3174","YLR176C",6
"3175","YLR177W",6
"3176","YLR178C",6
"3177","YLR179C",6
"3178","YLR205C",6
"3179","YLR253W",6
"3180","YLR258W",6
"3181","YLR275W",6
"3182","YLR285W",6
"3183","YLR290C",6
"3184","YLR300W",6
"3185","YLR307W",6
"3186","YLR308W",6
"3187","YLR316C",6
"3188","YLR328W",6
"3189","YLR333C",6
"3190","YLR340W",6
"3191","YLR342W",6
"3192","YLR364W",6
"3193","YLR370C",6
"3194","YLR438C-A",6
"3195","YLR441C",6
"3196","YML022W",6
"3197","YML025C",6
"3198","YML063W",6
"3199","YML076C",6
"3200","YML077W",6
"3201","YML080W",6
"3202","YML094W",6
"3203","YML095C",6
"3204","YML115C",6
"3205","YMR029C",6
"3206","YMR054W",6
"3207","YMR069W",6
"3208","YMR098C",6
"3209","YMR099C",6
"3210","YMR100W",6
"3211","YMR121C",6
"3212","YMR135C",6
"3213","YMR143W",6
"3214","YMR158W",6
"3215","YMR171C",6
"3216","YMR177W",6
"3217","YMR178W",6
"3218","YMR188C",6
"3219","YMR194C-B",6
"3220","YMR204C",6
"3221","YMR238W",6
"3222","YMR244C-A",6
"3223","YMR253C",6
"3224","YMR266W",6
"3225","YMR267W",6
"3226","YMR287C",6
"3227","YMR289W",6
"3228","YMR305C",6
"3229","YMR321C",6
"3230","YNL002C",6
"3231","YNL011C",6
"3232","YNL024C",6
"3233","YNL062C",6
"3234","YNL110C",6
"3235","YNL113W",6
"3236","YNL125C",6
"3237","YNL129W",6
"3238","YNL135C",6
"3239","YNL142W",6
"3240","YNL152W",6
"3241","YNL162W",6
"3242","YNL223W",6
"3243","YNL232W",6
"3244","YNL234W",6
"3245","YNL240C",6
"3246","YNL268W",6
"3247","YNL270C",6
"3248","YNL283C",6
"3249","YNL301C",6
"3250","YNL302C",6
"3251","YNL328C",6
"3252","YNR003C",6
"3253","YNR013C",6
"3254","YNR026C",6
"3255","YNR027W",6
"3256","YNR032C-A",6
"3257","YNR034W",6
"3258","YNR041C",6
"3259","YNR059W",6
"3260","YNR067C",6
"3261","YNR071C",6
"3262","YOL005C",6
"3263","YOL028C",6
"3264","YOL042W",6
"3265","YOL054W",6
"3266","YOL065C",6
"3267","YOL071W",6
"3268","YOL080C",6
"3269","YOL084W",6
"3270","YOL088C",6
"3271","YOL092W",6
"3272","YOL111C",6
"3273","YOL120C",6
"3274","YOL121C",6
"3275","YOL125W",6
"3276","YOL133W",6
"3277","YOL136C",6
"3278","YOL139C",6
"3279","YOL142W",6
"3280","YOL149W",6
"3281","YOL151W",6
"3282","YOR006C",6
"3283","YOR014W",6
"3284","YOR016C",6
"3285","YOR025W",6
"3286","YOR054C",6
"3287","YOR075W",6
"3288","YOR076C",6
"3289","YOR099W",6
"3290","YOR107W",6
"3291","YOR111W",6
"3292","YOR115C",6
"3293","YOR125C",6
"3294","YOR137C",6
"3295","YOR144C",6
"3296","YOR154W",6
"3297","YOR155C",6
"3298","YOR159C",6
"3299","YOR163W",6
"3300","YOR166C",6
"3301","YOR190W",6
"3302","YOR195W",6
"3303","YOR221C",6
"3304","YOR226C",6
"3305","YOR228C",6
"3306","YOR253W",6
"3307","YOR258W",6
"3308","YOR261C",6
"3309","YOR265W",6
"3310","YOR278W",6
"3311","YOR280C",6
"3312","YOR299W",6
"3313","YOR301W",6
"3314","YOR348C",6
"3315","YOR359W",6
"3316","YOR365C",6
"3317","YPL019C",6
"3318","YPL020C",6
"3319","YPL023C",6
"3320","YPL045W",6
"3321","YPL050C",6
"3322","YPL053C",6
"3323","YPL060C-A",6
"3324","YPL096W",6
"3325","YPL103C",6
"3326","YPL109C",6
"3327","YPL129W",6
"3328","YPL132W",6
"3329","YPL135W",6
"3330","YPL170W",6
"3331","YPL172C",6
"3332","YPL173W",6
"3333","YPL178W",6
"3334","YPL206C",6
"3335","YPL221W",6
"3336","YPL224C",6
"3337","YPL264C",6
"3338","YPL265W",6
"3339","YPL273W",6
"3340","YPR037C",6
"3341","YPR051W",6
"3342","YPR072W",6
"3343","YPR100W",6
"3344","YPR115W",6
"3345","YPR131C",6
"3346","YPR148C",6
"3347","YPR163C",6
"3348","YPR193C",6
"3349","YPR199C",6
"3350","YAL010C",5
"3351","YAL025C",5
"3352","YAL033W",5
"3353","YAL034C",5
"3354","YAL039C",5
"3355","YAL046C",5
"3356","YAL049C",5
"3357","YAR002C-A",5
"3358","YBL001C",5
"3359","YBL035C",5
"3360","YBL060W",5
"3361","YBL078C",5
"3362","YBL079W",5
"3363","YBL095W",5
"3364","YBR029C",5
"3365","YBR052C",5
"3366","YBR056W",5
"3367","YBR074W",5
"3368","YBR091C",5
"3369","YBR096W",5
"3370","YBR101C",5
"3371","YBR110W",5
"3372","YBR132C",5
"3373","YBR151W",5
"3374","YBR162C",5
"3375","YBR167C",5
"3376","YBR168W",5
"3377","YBR181C",5
"3378","YBR187W",5
"3379","YBR191W",5
"3380","YBR204C",5
"3381","YBR210W",5
"3382","YBR217W",5
"3383","YBR242W",5
"3384","YBR271W",5
"3385","YBR302C",5
"3386","YCL026C-A",5
"3387","YCL026C-B",5
"3388","YCL027W",5
"3389","YCL067C",5
"3390","YCR017C",5
"3391","YCR019W",5
"3392","YCR026C",5
"3393","YCR030C",5
"3394","YCR037C",5
"3395","YCR039C",5
"3396","YCR052W",5
"3397","YCR068W",5
"3398","YCR077C",5
"3399","YCR081W",5
"3400","YCR089W",5
"3401","YCR096C",5
"3402","YCR100C",5
"3403","YCR107W",5
"3404","YDL018C",5
"3405","YDL020C",5
"3406","YDL045C",5
"3407","YDL059C",5
"3408","YDL086W",5
"3409","YDL092W",5
"3410","YDL103C",5
"3411","YDL202W",5
"3412","YDL210W",5
"3413","YDL212W",5
"3414","YDL213C",5
"3415","YDL237W",5
"3416","YDL243C",5
"3417","YDL244W",5
"3418","YDR017C",5
"3419","YDR020C",5
"3420","YDR049W",5
"3421","YDR067C",5
"3422","YDR072C",5
"3423","YDR088C",5
"3424","YDR090C",5
"3425","YDR101C",5
"3426","YDR159W",5
"3427","YDR182W",5
"3428","YDR183W",5
"3429","YDR197W",5
"3430","YDR206W",5
"3431","YDR252W",5
"3432","YDR285W",5
"3433","YDR288W",5
"3434","YDR295C",5
"3435","YDR316W",5
"3436","YDR322W",5
"3437","YDR338C",5
"3438","YDR392W",5
"3439","YDR397C",5
"3440","YDR398W",5
"3441","YDR399W",5
"3442","YDR411C",5
"3443","YDR415C",5
"3444","YDR441C",5
"3445","YDR458C",5
"3446","YDR470C",5
"3447","YDR508C",5
"3448","YDR533C",5
"3449","YDR540C",5
"3450","YEL003W",5
"3451","YEL016C",5
"3452","YEL042W",5
"3453","YEL052W",5
"3454","YER004W",5
"3455","YER005W",5
"3456","YER008C",5
"3457","YER010C",5
"3458","YER039C",5
"3459","YER056C",5
"3460","YER059W",5
"3461","YER060W",5
"3462","YER060W-A",5
"3463","YER088C",5
"3464","YER105C",5
"3465","YER109C",5
"3466","YER124C",5
"3467","YER152C",5
"3468","YER159C",5
"3469","YER175C",5
"3470","YFL014W",5
"3471","YFL024C",5
"3472","YFL025C",5
"3473","YFL034W",5
"3474","YFL055W",5
"3475","YFL056C",5
"3476","YFL057C",5
"3477","YFL058W",5
"3478","YFL062W",5
"3479","YFR016C",5
"3480","YFR022W",5
"3481","YFR033C",5
"3482","YGL002W",5
"3483","YGL012W",5
"3484","YGL017W",5
"3485","YGL028C",5
"3486","YGL037C",5
"3487","YGL039W",5
"3488","YGL047W",5
"3489","YGL050W",5
"3490","YGL054C",5
"3491","YGL066W",5
"3492","YGL089C",5
"3493","YGL093W",5
"3494","YGL101W",5
"3495","YGL111W",5
"3496","YGL157W",5
"3497","YGL159W",5
"3498","YGL173C",5
"3499","YGL226W",5
"3500","YGL243W",5
"3501","YGL263W",5
"3502","YGR004W",5
"3503","YGR006W",5
"3504","YGR010W",5
"3505","YGR024C",5
"3506","YGR029W",5
"3507","YGR031W",5
"3508","YGR046W",5
"3509","YGR101W",5
"3510","YGR109W-A",5
"3511","YGR110W",5
"3512","YGR119C",5
"3513","YGR158C",5
"3514","YGR163W",5
"3515","YGR178C",5
"3516","YGR181W",5
"3517","YGR183C",5
"3518","YGR187C",5
"3519","YGR212W",5
"3520","YGR277C",5
"3521","YGR295C",5
"3522","YHL013C",5
"3523","YHL016C",5
"3524","YHL018W",5
"3525","YHL031C",5
"3526","YHL048W",5
"3527","YHR001W",5
"3528","YHR003C",5
"3529","YHR032W",5
"3530","YHR038W",5
"3531","YHR040W",5
"3532","YHR049W",5
"3533","YHR051W",5
"3534","YHR052W",5
"3535","YHR059W",5
"3536","YHR062C",5
"3537","YHR068W",5
"3538","YHR071W",5
"3539","YHR084W",5
"3540","YHR085W",5
"3541","YHR087W",5
"3542","YHR105W",5
"3543","YHR121W",5
"3544","YHR122W",5
"3545","YHR123W",5
"3546","YHR128W",5
"3547","YHR146W",5
"3548","YHR179W",5
"3549","YHR182W",5
"3550","YHR198C",5
"3551","YHR199C",5
"3552","YHR209W",5
"3553","YIL007C",5
"3554","YIL011W",5
"3555","YIL016W",5
"3556","YIL020C",5
"3557","YIL022W",5
"3558","YIL050W",5
"3559","YIL067C",5
"3560","YIL070C",5
"3561","YIL072W",5
"3562","YIL076W",5
"3563","YIL082W",5
"3564","YIL091C",5
"3565","YIL097W",5
"3566","YIL103W",5
"3567","YIL111W",5
"3568","YIL115C",5
"3569","YIL138C",5
"3570","YIL144W",5
"3571","YIL153W",5
"3572","YIL165C",5
"3573","YIL167W",5
"3574","YIR032C",5
"3575","YJL011C",5
"3576","YJL020C",5
"3577","YJL055W",5
"3578","YJL061W",5
"3579","YJL062W",5
"3580","YJL065C",5
